Industry Sector,Year,Total Population,CIP2
Manufacturing,2020,1299,Math & Statistics
Manufacturing,2020,5094,Math & Statistics
Manufacturing,2020,264,Math & Statistics
Manufacturing,2020,1689,Math & Statistics
Manufacturing,2020,5694,Math & Statistics
Manufacturing,2020,670,Math & Statistics
Manufacturing,2020,309,Math & Statistics
Manufacturing,2020,217,Math & Statistics
Manufacturing,2020,2760,Math & Statistics
Manufacturing,2020,742,Math & Statistics
Manufacturing,2020,3676,Math & Statistics
Manufacturing,2020,349,Math & Statistics
Manufacturing,2020,665,Math & Statistics
Manufacturing,2020,816,Math & Statistics
Wholesale Trade,2020,801,Math & Statistics
Wholesale Trade,2020,330,Math & Statistics
Wholesale Trade,2020,345,Math & Statistics
Wholesale Trade,2020,1554,Math & Statistics
Wholesale Trade,2020,191,Math & Statistics
Wholesale Trade,2020,839,Math & Statistics
Wholesale Trade,2020,538,Math & Statistics
Wholesale Trade,2020,1071,Math & Statistics
Wholesale Trade,2020,412,Math & Statistics
Wholesale Trade,2020,128,Math & Statistics
Wholesale Trade,2020,328,Math & Statistics
Wholesale Trade,2020,1657,Math & Statistics
Wholesale Trade,2020,56,Math & Statistics
Wholesale Trade,2020,122,Math & Statistics
Wholesale Trade,2020,379,Math & Statistics
Wholesale Trade,2020,92,Math & Statistics
Wholesale Trade,2020,637,Math & Statistics
Wholesale Trade,2020,1502,Math & Statistics
Wholesale Trade,2020,490,Math & Statistics
Wholesale Trade,2020,233,Math & Statistics
Retail Trade,2020,1963,Math & Statistics
Retail Trade,2020,95,Math & Statistics
Retail Trade,2020,491,Math & Statistics
Retail Trade,2020,953,Math & Statistics
Retail Trade,2020,2467,Math & Statistics
Retail Trade,2020,242,Math & Statistics
Retail Trade,2020,2067,Math & Statistics
Retail Trade,2020,337,Math & Statistics
Retail Trade,2020,3683,Math & Statistics
Retail Trade,2020,616,Math & Statistics
Retail Trade,2020,343,Math & Statistics
Retail Trade,2020,326,Math & Statistics
Retail Trade,2020,2733,Math & Statistics
Retail Trade,2020,774,Math & Statistics
Retail Trade,2020,749,Math & Statistics
Retail Trade,2020,2010,Math & Statistics
Retail Trade,2020,349,Math & Statistics
Retail Trade,2020,234,Math & Statistics
Retail Trade,2020,257,Math & Statistics
Retail Trade,2020,1365,Math & Statistics
Retail Trade,2020,466,Math & Statistics
Retail Trade,2020,1259,Math & Statistics
Retail Trade,2020,3455,Math & Statistics
Retail Trade,2020,95,Math & Statistics
Retail Trade,2020,426,Math & Statistics
Retail Trade,2020,205,Math & Statistics
Retail Trade,2020,278,Math & Statistics
Retail Trade,2020,1071,Math & Statistics
Retail Trade,2020,4187,Math & Statistics
Retail Trade,2020,62,Math & Statistics
Retail Trade,2020,493,Math & Statistics
Retail Trade,2020,785,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,4094,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,341,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,146,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,524,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,433,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,61,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,3006,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,365,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,380,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,1698,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,1712,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,1154,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,279,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,192,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,2549,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,1600,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,1885,Math & Statistics
"Transportation & Warehousing, and Utilities",2020,886,Math & Statistics
Information,2020,714,Math & Statistics
Information,2020,1871,Math & Statistics
Information,2020,4005,Math & Statistics
Information,2020,1505,Math & Statistics
Information,2020,149,Math & Statistics
Information,2020,2164,Math & Statistics
Information,2020,3324,Math & Statistics
Information,2020,1659,Math & Statistics
Information,2020,1933,Math & Statistics
Information,2020,948,Math & Statistics
Information,2020,4722,Math & Statistics
Information,2020,532,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,1453,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,9724,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,32216,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,7735,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,19605,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,21803,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,1406,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,5662,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,532,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,412,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,325,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,8459,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,7342,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,11727,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,694,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,62292,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,22460,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,12416,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,2712,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,660,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,3345,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1819,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,3102,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,2020,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1699,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1294,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,786,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1357,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1562,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,814,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,98013,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,89631,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,580,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,7035,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,6652,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,2886,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,364,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,461,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,808,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,4035,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,1516,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,3703,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,336,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,17875,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,1604,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,1606,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,3872,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,261,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,164,Math & Statistics
"Educational Services, Health Care & Social Assistance",2020,1706,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,435,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,517,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,699,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,653,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,1232,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,4898,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,2216,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,252,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,9622,Math & Statistics
"Other Services, Except Public Administration",2020,264,Math & Statistics
"Other Services, Except Public Administration",2020,800,Math & Statistics
"Other Services, Except Public Administration",2020,336,Math & Statistics
"Other Services, Except Public Administration",2020,74,Math & Statistics
"Other Services, Except Public Administration",2020,138,Math & Statistics
"Other Services, Except Public Administration",2020,430,Math & Statistics
"Other Services, Except Public Administration",2020,630,Math & Statistics
"Other Services, Except Public Administration",2020,404,Math & Statistics
"Other Services, Except Public Administration",2020,321,Math & Statistics
"Other Services, Except Public Administration",2020,639,Math & Statistics
"Other Services, Except Public Administration",2020,6967,Math & Statistics
"Other Services, Except Public Administration",2020,250,Math & Statistics
"Other Services, Except Public Administration",2020,833,Math & Statistics
"Other Services, Except Public Administration",2020,3989,Math & Statistics
"Other Services, Except Public Administration",2020,364,Math & Statistics
Public Administration,2020,2378,Math & Statistics
Public Administration,2020,646,Math & Statistics
Public Administration,2020,5766,Math & Statistics
Public Administration,2020,5035,Math & Statistics
Public Administration,2020,9366,Math & Statistics
Public Administration,2020,1233,Math & Statistics
Public Administration,2020,4913,Math & Statistics
Public Administration,2020,5788,Math & Statistics
Active Duty Military,2020,918,Math & Statistics
Active Duty Military,2020,1281,Math & Statistics
Active Duty Military,2020,1333,Math & Statistics
Active Duty Military,2020,281,Math & Statistics
Active Duty Military,2020,367,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,957,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,259,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,172,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,150,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,503,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,100,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,1281,Math & Statistics
Construction,2019,9808,Math & Statistics
Manufacturing,2019,211,Math & Statistics
Manufacturing,2019,246,Math & Statistics
Manufacturing,2019,271,Math & Statistics
Manufacturing,2019,374,Math & Statistics
Manufacturing,2019,228,Math & Statistics
Manufacturing,2019,320,Math & Statistics
Manufacturing,2019,290,Math & Statistics
Manufacturing,2019,366,Math & Statistics
Manufacturing,2019,1432,Math & Statistics
Manufacturing,2019,114,Math & Statistics
Manufacturing,2019,206,Math & Statistics
Manufacturing,2019,407,Math & Statistics
Manufacturing,2019,90,Math & Statistics
Manufacturing,2019,125,Math & Statistics
Manufacturing,2019,102,Math & Statistics
Manufacturing,2019,416,Math & Statistics
Manufacturing,2019,323,Math & Statistics
Manufacturing,2019,108,Math & Statistics
Manufacturing,2019,184,Math & Statistics
Manufacturing,2019,936,Math & Statistics
Manufacturing,2019,548,Math & Statistics
Manufacturing,2019,369,Math & Statistics
Manufacturing,2019,255,Math & Statistics
Manufacturing,2019,5573,Math & Statistics
Manufacturing,2019,126,Math & Statistics
Manufacturing,2019,703,Math & Statistics
Manufacturing,2019,1583,Math & Statistics
Manufacturing,2019,765,Math & Statistics
Manufacturing,2019,148,Math & Statistics
Manufacturing,2019,126,Math & Statistics
Manufacturing,2019,259,Math & Statistics
Manufacturing,2019,160,Math & Statistics
Manufacturing,2019,219,Math & Statistics
Manufacturing,2019,104,Math & Statistics
Manufacturing,2019,109,Math & Statistics
Manufacturing,2019,111,Math & Statistics
Manufacturing,2019,435,Math & Statistics
Manufacturing,2019,93,Math & Statistics
Manufacturing,2019,256,Math & Statistics
Manufacturing,2019,91,Math & Statistics
Manufacturing,2019,542,Math & Statistics
Manufacturing,2019,612,Math & Statistics
Manufacturing,2019,280,Math & Statistics
Manufacturing,2019,575,Math & Statistics
Manufacturing,2019,366,Math & Statistics
Manufacturing,2019,248,Math & Statistics
Manufacturing,2019,275,Math & Statistics
Manufacturing,2019,2160,Math & Statistics
Manufacturing,2019,2013,Math & Statistics
Manufacturing,2019,2327,Math & Statistics
Manufacturing,2019,1616,Math & Statistics
Manufacturing,2019,4872,Math & Statistics
Manufacturing,2019,164,Math & Statistics
Manufacturing,2019,1716,Math & Statistics
Manufacturing,2019,5294,Math & Statistics
Manufacturing,2019,708,Math & Statistics
Manufacturing,2019,411,Math & Statistics
Manufacturing,2019,134,Math & Statistics
Manufacturing,2019,3018,Math & Statistics
Manufacturing,2019,681,Math & Statistics
Manufacturing,2019,3595,Math & Statistics
Manufacturing,2019,350,Math & Statistics
Manufacturing,2019,717,Math & Statistics
Manufacturing,2019,416,Math & Statistics
Wholesale Trade,2019,767,Math & Statistics
Wholesale Trade,2019,361,Math & Statistics
Wholesale Trade,2019,334,Math & Statistics
Wholesale Trade,2019,1771,Math & Statistics
Wholesale Trade,2019,181,Math & Statistics
Wholesale Trade,2019,718,Math & Statistics
Wholesale Trade,2019,544,Math & Statistics
Wholesale Trade,2019,1072,Math & Statistics
Wholesale Trade,2019,425,Math & Statistics
Wholesale Trade,2019,149,Math & Statistics
Wholesale Trade,2019,378,Math & Statistics
Wholesale Trade,2019,1607,Math & Statistics
Wholesale Trade,2019,167,Math & Statistics
Wholesale Trade,2019,407,Math & Statistics
Wholesale Trade,2019,81,Math & Statistics
Wholesale Trade,2019,632,Math & Statistics
Wholesale Trade,2019,1264,Math & Statistics
Wholesale Trade,2019,466,Math & Statistics
Wholesale Trade,2019,247,Math & Statistics
Retail Trade,2019,2100,Math & Statistics
Retail Trade,2019,100,Math & Statistics
Retail Trade,2019,419,Math & Statistics
Retail Trade,2019,1152,Math & Statistics
Retail Trade,2019,2484,Math & Statistics
Retail Trade,2019,229,Math & Statistics
Retail Trade,2019,1606,Math & Statistics
Retail Trade,2019,356,Math & Statistics
Retail Trade,2019,3864,Math & Statistics
Retail Trade,2019,623,Math & Statistics
Retail Trade,2019,319,Math & Statistics
Retail Trade,2019,470,Math & Statistics
Retail Trade,2019,2642,Math & Statistics
Retail Trade,2019,824,Math & Statistics
Retail Trade,2019,715,Math & Statistics
Retail Trade,2019,1838,Math & Statistics
Retail Trade,2019,333,Math & Statistics
Retail Trade,2019,284,Math & Statistics
Retail Trade,2019,276,Math & Statistics
Retail Trade,2019,124,Math & Statistics
Retail Trade,2019,1223,Math & Statistics
Retail Trade,2019,403,Math & Statistics
Retail Trade,2019,1331,Math & Statistics
Retail Trade,2019,3673,Math & Statistics
Retail Trade,2019,129,Math & Statistics
Retail Trade,2019,490,Math & Statistics
Retail Trade,2019,219,Math & Statistics
Retail Trade,2019,261,Math & Statistics
Retail Trade,2019,1034,Math & Statistics
Retail Trade,2019,4090,Math & Statistics
Retail Trade,2019,462,Math & Statistics
Retail Trade,2019,843,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,3768,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,462,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,126,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,423,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,455,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,60,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,2709,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,367,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,248,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1448,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1343,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1269,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,283,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,268,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1796,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1514,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,1842,Math & Statistics
"Transportation & Warehousing, and Utilities",2019,654,Math & Statistics
Information,2019,548,Math & Statistics
Information,2019,1934,Math & Statistics
Information,2019,3729,Math & Statistics
Information,2019,1480,Math & Statistics
Information,2019,145,Math & Statistics
Information,2019,1967,Math & Statistics
Information,2019,3337,Math & Statistics
Information,2019,2063,Math & Statistics
Information,2019,1944,Math & Statistics
Information,2019,991,Math & Statistics
Information,2019,3464,Math & Statistics
Information,2019,627,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,1740,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,9556,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,31764,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,6969,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,19897,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,21427,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,1158,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,5568,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,439,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,421,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,361,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,7732,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,6876,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,11458,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,808,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,58588,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,22244,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,11757,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,2601,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,699,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,3045,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,1556,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,3234,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,2017,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,1381,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,983,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,706,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,1314,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,1634,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,731,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,97304,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,85308,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,628,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,6876,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,5825,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,2525,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,405,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,532,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,852,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,3464,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,1681,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,3804,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,242,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,17954,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,1630,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,1373,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,3429,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,358,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,121,Math & Statistics
"Educational Services, Health Care & Social Assistance",2019,1669,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,551,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,489,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,826,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,544,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,1118,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,5067,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,2355,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,219,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",2019,8843,Math & Statistics
"Other Services, Except Public Administration",2019,515,Math & Statistics
"Other Services, Except Public Administration",2019,373,Math & Statistics
"Other Services, Except Public Administration",2019,77,Math & Statistics
"Other Services, Except Public Administration",2019,108,Math & Statistics
"Other Services, Except Public Administration",2019,419,Math & Statistics
"Other Services, Except Public Administration",2019,518,Math & Statistics
"Other Services, Except Public Administration",2019,252,Math & Statistics
"Other Services, Except Public Administration",2019,360,Math & Statistics
"Other Services, Except Public Administration",2019,968,Math & Statistics
"Other Services, Except Public Administration",2019,6482,Math & Statistics
"Other Services, Except Public Administration",2019,193,Math & Statistics
"Other Services, Except Public Administration",2019,953,Math & Statistics
"Other Services, Except Public Administration",2019,3441,Math & Statistics
"Other Services, Except Public Administration",2019,374,Math & Statistics
Public Administration,2019,2415,Math & Statistics
Public Administration,2019,426,Math & Statistics
Public Administration,2019,5830,Math & Statistics
Public Administration,2019,4490,Math & Statistics
Public Administration,2019,9242,Math & Statistics
Public Administration,2019,1500,Math & Statistics
Public Administration,2019,4847,Math & Statistics
Public Administration,2019,5686,Math & Statistics
Active Duty Military,2019,877,Math & Statistics
Active Duty Military,2019,1134,Math & Statistics
Active Duty Military,2019,1300,Math & Statistics
Active Duty Military,2019,291,Math & Statistics
Active Duty Military,2019,65,Math & Statistics
Active Duty Military,2019,244,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,883,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,320,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,195,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,140,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,473,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",2018,1393,Math & Statistics
Construction,2018,9479,Math & Statistics
Manufacturing,2018,192,Math & Statistics
Manufacturing,2018,253,Math & Statistics
Manufacturing,2018,215,Math & Statistics
Manufacturing,2018,368,Math & Statistics
Manufacturing,2018,237,Math & Statistics
Manufacturing,2018,375,Math & Statistics
Manufacturing,2018,255,Math & Statistics
Manufacturing,2018,308,Math & Statistics
Manufacturing,2018,1182,Math & Statistics
Manufacturing,2018,83,Math & Statistics
Manufacturing,2018,102,Math & Statistics
Manufacturing,2018,242,Math & Statistics
Manufacturing,2018,429,Math & Statistics
Manufacturing,2018,76,Math & Statistics
Manufacturing,2018,140,Math & Statistics
Manufacturing,2018,107,Math & Statistics
Manufacturing,2018,321,Math & Statistics
Manufacturing,2018,340,Math & Statistics
Manufacturing,2018,130,Math & Statistics
Manufacturing,2018,132,Math & Statistics
Manufacturing,2018,1023,Math & Statistics
Manufacturing,2018,537,Math & Statistics
Manufacturing,2018,434,Math & Statistics
Manufacturing,2018,156,Math & Statistics
Manufacturing,2018,5410,Math & Statistics
Manufacturing,2018,145,Math & Statistics
Manufacturing,2018,705,Math & Statistics
Manufacturing,2018,1452,Math & Statistics
Manufacturing,2018,720,Math & Statistics
Manufacturing,2018,197,Math & Statistics
Manufacturing,2018,100,Math & Statistics
Manufacturing,2018,312,Math & Statistics
Manufacturing,2018,173,Math & Statistics
Manufacturing,2018,207,Math & Statistics
Manufacturing,2018,178,Math & Statistics
Manufacturing,2018,424,Math & Statistics
Manufacturing,2018,298,Math & Statistics
Manufacturing,2018,96,Math & Statistics
Manufacturing,2018,97,Math & Statistics
Manufacturing,2018,550,Math & Statistics
Manufacturing,2018,630,Math & Statistics
Manufacturing,2018,218,Math & Statistics
Manufacturing,2018,590,Math & Statistics
Manufacturing,2018,423,Math & Statistics
Manufacturing,2018,263,Math & Statistics
Manufacturing,2018,256,Math & Statistics
Manufacturing,2018,1877,Math & Statistics
Manufacturing,2018,2103,Math & Statistics
Manufacturing,2018,2556,Math & Statistics
Manufacturing,2018,1616,Math & Statistics
Manufacturing,2018,4632,Math & Statistics
Manufacturing,2018,158,Math & Statistics
Manufacturing,2018,1443,Math & Statistics
Manufacturing,2018,5097,Math & Statistics
Manufacturing,2018,992,Math & Statistics
Manufacturing,2018,73,Math & Statistics
Manufacturing,2018,466,Math & Statistics
Manufacturing,2018,133,Math & Statistics
Manufacturing,2018,3075,Math & Statistics
Manufacturing,2018,817,Math & Statistics
Manufacturing,2018,3063,Math & Statistics
Manufacturing,2018,358,Math & Statistics
Manufacturing,2018,732,Math & Statistics
Manufacturing,2018,385,Math & Statistics
Wholesale Trade,2018,774,Math & Statistics
Wholesale Trade,2018,386,Math & Statistics
Wholesale Trade,2018,316,Math & Statistics
Wholesale Trade,2018,2036,Math & Statistics
Wholesale Trade,2018,193,Math & Statistics
Wholesale Trade,2018,853,Math & Statistics
Wholesale Trade,2018,819,Math & Statistics
Wholesale Trade,2018,1091,Math & Statistics
Wholesale Trade,2018,328,Math & Statistics
Wholesale Trade,2018,200,Math & Statistics
Wholesale Trade,2018,315,Math & Statistics
Wholesale Trade,2018,1643,Math & Statistics
Wholesale Trade,2018,87,Math & Statistics
Wholesale Trade,2018,288,Math & Statistics
Wholesale Trade,2018,442,Math & Statistics
Wholesale Trade,2018,573,Math & Statistics
Wholesale Trade,2018,1369,Math & Statistics
Wholesale Trade,2018,428,Math & Statistics
Wholesale Trade,2018,259,Math & Statistics
Retail Trade,2018,2038,Math & Statistics
Retail Trade,2018,191,Math & Statistics
Retail Trade,2018,467,Math & Statistics
Retail Trade,2018,1138,Math & Statistics
Retail Trade,2018,2503,Math & Statistics
Retail Trade,2018,287,Math & Statistics
Retail Trade,2018,1575,Math & Statistics
Retail Trade,2018,331,Math & Statistics
Retail Trade,2018,3848,Math & Statistics
Retail Trade,2018,388,Math & Statistics
Retail Trade,2018,427,Math & Statistics
Retail Trade,2018,403,Math & Statistics
Retail Trade,2018,2207,Math & Statistics
Retail Trade,2018,805,Math & Statistics
Retail Trade,2018,903,Math & Statistics
Retail Trade,2018,1661,Math & Statistics
Retail Trade,2018,204,Math & Statistics
Retail Trade,2018,340,Math & Statistics
Retail Trade,2018,296,Math & Statistics
Retail Trade,2018,84,Math & Statistics
Retail Trade,2018,1075,Math & Statistics
Retail Trade,2018,339,Math & Statistics
Retail Trade,2018,1525,Math & Statistics
Retail Trade,2018,3445,Math & Statistics
Retail Trade,2018,129,Math & Statistics
Retail Trade,2018,518,Math & Statistics
Retail Trade,2018,208,Math & Statistics
Retail Trade,2018,280,Math & Statistics
Retail Trade,2018,933,Math & Statistics
Retail Trade,2018,3579,Math & Statistics
Retail Trade,2018,379,Math & Statistics
